user,artist,qty
24,johnny cash,1
24,the kinks,1
24,bruce springsteen,1
24,the rolling stones,1
24,john lennon,1
24,billy joel,1
24,jonas brothers,1
25,fleetwood mac,1
25,madonna,1
25,ladytron,1
25,hooverphonic,1
25,mariah carey,1
25,michael jackson,1
25,garbage,1
25,simple plan,1
28,toto,1
28,the doors,1
28,kent,1
28,the smiths,1
28,pink floyd,1
28,sex pistols,1
28,dropkick murphys,1
28,bob dylan,1
28,pearl jam,1
28,no doubt,1
28,morrissey,1
28,rage against the machine,1
28,various artists,1
28,mötley crüe,1
28,cypress hill,1
28,the pogues,1
28,miles davis,1
28,the hives,1
28,the police,1
28,tool,1
28,blondie,1
28,jay-z,1
28,jimi hendrix,1
28,moby,1
28,dire straits,1
28,guns n roses,1
29,stereolab,1
29,hot chip,1
29,tortoise,1
29,r.e.m.,1
29,david bowie,1
29,new order,1
29,hercules and love affair,1
29,kate bush,1
29,neil young,1
29,of montreal,1
29,animal collective,1
29,portishead,1
29,stevie wonder,1
29,prince,1
29,steely dan,1
29,pet shop boys,1
29,talking heads,1
29,the cure,1
29,depeche mode,1
29,miles davis,1
31,jamiroquai,1
31,tori amos,1
31,jazzanova,1
31,radiohead,1
31,st. germain,1
31,marvin gaye,1
31,moloko,1
31,nightmares on wax,1
31,the verve,1
31,nick cave and the bad seeds,1
31,de-phazz,1
31,blonde redhead,1
31,diana krall,1
31,massive attack,1
31,cocorosie,1
31,dave matthews band,1
31,the smiths,1
31,jamie cullum,1
31,joy division,1
31,porcupine tree,1
31,thievery corporation,1
31,róisín murphy,1
32,nick cave and the bad seeds,1
32,black flag,1
32,the gossip,1
32,Édith piaf,1
32,misfits,1
32,deerhoof,1
32,tom waits,1
32,peaches,1
32,turbonegro,1
32,leonard cohen,1
32,antony and the johnsons,1
32,crystal castles,1
32,the black keys,1
32,minor threat,1
32,of montreal,1
32,devendra banhart,1
32,the zombies,1
32,rufus wainwright,1
32,the doors,1
32,the dresden dolls,1
32,gogol bordello,1
32,the kills,1
32,nouvelle vague,1
33,death cab for cutie,1
33,tegan and sara,1
33,kimya dawson,1
33,die Ärzte,1
33,jack johnson,1
33,coldplay,1
33,the kooks,1
33,the fray,1
33,mando diao,1
33,farin urlaub,1
33,a fine frenzy,1
33,die toten hosen,1
33,deichkind,1
33,razorlight,1
33,clueso,1
33,evanescence,1
33,linkin park,1
33,seeed,1
33,three days grace,1
33,cute is what we aim for,1
33,incubus,1
33,buena vista social club,1
33,counting crows,1
33,paolo nutini,1
33,the strokes,1
33,keane,1
33,belle and sebastian,1
33,adam green,1
33,story of the year,1
33,paramore,1
33,nouvelle vague,1
33,ok go,1
33,foo fighters,1
34,the beatles,1
34,u2,1
34,the decemberists,1
34,keane,1
34,blind guardian,1
34,vangelis,1
34,moby,1
34,enya,1
34,johann sebastian bach,1
34,kt tunstall,1
34,led zeppelin,1
34,blackfield,1
34,lifehouse,1
34,elvis presley,1
34,archive,1
34,enigma,1
34,nightwish,1
34,amy macdonald,1
34,robbie williams,1
34,queen,1
34,belle and sebastian,1
34,loreena mckennitt,1
34,the doors,1
34,damien rice,1
34,louis armstrong,1
34,a perfect circle,1
34,manu chao,1
35,radiohead,1
35,the kooks,1
35,coldplay,1
35,nine inch nails,1
35,hot chip,1
35,black rebel motorcycle club,1
35,lcd soundsystem,1
35,kasabian,1
35,n*e*r*d,1
35,editors,1
35,klaxons,1
35,bloc party,1
35,the cinematic orchestra,1
35,depeche mode,1
35,girl talk,1
35,lamb,1
35,cut copy,1
35,2pac,1
35,iamx,1
35,the raconteurs,1
35,antony and the johnsons,1
35,trentemøller,1
35,unkle,1
35,the presets,1
35,the killers,1
35,gorillaz,1
35,moloko,1
35,massive attack,1
35,mgmt,1
35,portishead,1
35,the cardigans,1
35,kylie minogue,1
35,patrick wolf,1
36,m.i.a.,1
36,fugazi,1
36,johnny cash,1
36,clint mansell,1
36,elton john,1
36,the beatles,1
36,portishead,1
36,social distortion,1
36,rise against,1
36,depeche mode,1
36,lynyrd skynyrd,1
36,sigur rós,1
38,black eyed peas,1
38,maroon 5,1
38,john legend,1
38,elton john,1
38,mary j. blige,1
38,the ting tings,1
38,mika,1
38,abba,1
38,beyoncé,1
38,the beatles,1
38,adele,1
38,santana,1
39,britney spears,1
39,a-ha,1
39,joss stone,1
39,christina aguilera,1
39,hilary duff,1
39,katie melua,1
39,katy perry,1
39,norah jones,1
39,september,1
39,shakira,1
39,leona lewis,1
40,the go! team,1
40,feist,1
40,broken social scene,1
40,interpol,1
40,portishead,1
40,garbage,1
40,oasis,1
40,metric,1
40,stars,1
40,cat power,1
40,andrew bird,1
40,pixies,1
40,coldplay,1
40,kasabian,1
40,kings of convenience,1
41,dream theater,1
41,kreator,1
41,scorpions,1
41,alice in chains,1
41,iron maiden,1
41,satyricon,1
41,metallica,1
41,radiohead,1
41,trivium,1
41,def leppard,1
41,hypocrisy,1
42,soundtrack,1
42,groove coverage,1
42,avril lavigne,1
42,the rasmus,1
42,him,1
42,nightwish,1
42,as i lay dying,1
42,in extremo,1
42,evanescence,1
43,the knife,1
43,of montreal,1
43,john mayer,1
43,nada surf,1
43,fleetwood mac,1
43,josé gonzález,1
43,blink-182,1
43,say anything,1
43,the get up kids,1
43,camera obscura,1
43,sufjan stevens,1
43,kanye west,1
43,röyksopp,1
43,dashboard confessional,1
43,stars,1
43,the weakerthans,1
43,kings of convenience,1
43,van morrison,1
43,band of horses,1
43,sia,1
43,panic at the disco,1
43,coldplay,1
43,justin timberlake,1
43,the hush sound,1
43,arctic monkeys,1
43,jeff buckley,1
43,alkaline trio,1
43,foo fighters,1
43,guided by voices,1
43,anna ternheim,1
43,death cab for cutie,1
43,saves the day,1
43,the killers,1
43,bon iver,1
43,fleet foxes,1
43,the magnetic fields,1
43,fall out boy,1
44,girl talk,1
44,roxette,1
44,kings of leon,1
44,my morning jacket,1
44,beck,1
44,grateful dead,1
44,beastie boys,1
44,arcade fire,1
44,wilco,1
44,the decemberists,1
44,fleetwood mac,1
44,a-ha,1
44,johnny cash,1
44,coldplay,1
44,cut copy,1
44,kelly clarkson,1
44,the beatles,1
44,camera obscura,1
44,cat power,1
44,gnarls barkley,1
44,the national,1
44,pavement,1
44,animal collective,1
44,belle and sebastian,1
44,ben folds,1
44,elvis costello,1
44,modest mouse,1
44,the go! team,1
44,kanye west,1
44,the shins,1
44,the flaming lips,1
44,radiohead,1
44,stars,1
45,the dandy warhols,1
45,the beatles,1
45,the stone roses,1
45,stevie wonder,1
45,devo,1
45,the rolling stones,1
45,new order,1
45,u2,1
45,the smiths,1
45,the who,1
45,talking heads,1
45,elvis presley,1
45,the white stripes,1
45,inxs,1
45,beck,1
45,fatboy slim,1
45,the cure,1
45,morrissey,1
45,r.e.m.,1
45,pet shop boys,1
45,sugababes,1
45,the clash,1
45,prince,1
45,depeche mode,1
45,eels,1
45,badly drawn boy,1
45,led zeppelin,1
45,coldplay,1
45,dave matthews band,1
45,marvin gaye,1
45,basement jaxx,1
45,kasabian,1
45,they might be giants,1
45,cake,1
46,radiohead,1
46,bob dylan,1
46,bruce springsteen,1
46,girl talk,1
46,cut copy,1
46,the rolling stones,1
46,green day,1
46,the shins,1
46,red hot chili peppers,1
46,eddie vedder,1
46,counting crows,1
46,new order,1
46,the national,1
46,u2,1
46,paul simon,1
46,air,1
46,the who,1
46,coldplay,1
46,the brian jonestown massacre,1
46,the jesus and mary chain,1
46,the smiths,1
46,feist,1
46,tom petty and the heartbreakers,1
46,death cab for cutie,1
46,mgmt,1
46,incubus,1
46,buena vista social club,1
46,the smashing pumpkins,1
46,the roots,1
46,the cure,1
46,manic street preachers,1
46,the killers,1
46,okkervil river,1
46,r.e.m.,1
46,moby,1
46,modest mouse,1
46,led zeppelin,1
46,band of horses,1
46,kanye west,1
46,alicia keys,1
46,outkast,1
46,my morning jacket,1
46,the offspring,1
46,silverchair,1
47,pj harvey,1
47,radiohead,1
47,zero 7,1
47,einstürzende neubauten,1
47,david bowie,1
47,air,1
47,t. rex,1
47,neil young,1
47,portishead,1
47,jefferson airplane,1
47,morcheeba,1
47,pink martini,1
47,devendra banhart,1
47,emilíana torrini,1
47,johnny cash,1
47,depeche mode,1
47,tom waits,1
47,john coltrane,1
47,sia,1
47,nick drake,1
47,blonde redhead,1
47,grateful dead,1
47,bob dylan,1
47,björk,1
47,the velvet underground,1
47,antony and the johnsons,1
47,kate bush,1
47,nick cave and the bad seeds,1
48,as i lay dying,1
48,skillet,1
48,atreyu,1
48,bullet for my valentine,1
48,disturbed,1
48,parkway drive,1
48,killswitch engage,1
48,papa roach,1
48,the used,1
48,rammstein,1
48,david guetta,1
48,sum 41,1
48,trivium,1
48,deathstars,1
48,scar symmetry,1
48,the prodigy,1
48,rise against,1
48,eminem,1
48,children of bodom,1
50,the ataris,1
50,yann tiersen,1
50,the smashing pumpkins,1
50,carla bruni,1
50,the cure,1
50,joy division,1
50,placebo,1
50,patrick wolf,1
50,blink-182,1
50,65daysofstatic,1
50,beirut,1
50,nirvana,1
50,blonde redhead,1
50,underoath,1
50,regina spektor,1
50,yeah yeah yeahs,1
50,bauhaus,1
50,mew,1
50,taking back sunday,1
50,sigur rós,1
50,god is an astronaut,1
50,metric,1
50,iron & wine,1
50,anna ternheim,1
50,the fray,1
50,the shins,1
50,ray lamontagne,1
50,radiohead,1
50,hellogoodbye,1
50,klaxons,1
51,kate nash,1
51,arctic monkeys,1
51,lykke li,1
51,adele,1
51,tegan and sara,1
51,the ting tings,1
51,the fratellis,1
51,paolo nutini,1
51,phoenix,1
51,kings of leon,1
51,beatsteaks,1
51,lily allen,1
51,maxïmo park,1
51,hard-fi,1
51,the wombats,1
51,the pipettes,1
51,klaxons,1
51,the pigeon detectives,1
51,mando diao,1
51,incubus,1
51,duffy,1
51,razorlight,1
51,mgmt,1
51,billy talent,1
51,santogold,1
51,clueso,1
51,nada surf,1
51,the last shadow puppets,1
55,animal collective,1
55,fleet foxes,1
55,notorious b.i.g.,1
55,devendra banhart,1
55,bon iver,1
55,venetian snares,1
55,bonnie prince billy,1
55,deerhoof,1
55,tokyo police club,1
55,explosions in the sky,1
55,múm,1
55,modest mouse,1
55,godspeed you! black emperor,1
55,stevie wonder,1
55,m83,1
55,the blood brothers,1
56,j dilla,1
56,common,1
56,burial,1
56,jedi mind tricks,1
56,daft punk,1
56,lil wayne,1
56,patrick wolf,1
56,notorious b.i.g.,1
58,john frusciante,1
58,morrissey,1
58,against me!,1
58,in flames,1
58,lamb of god,1
58,the smiths,1
58,flogging molly,1
58,the rolling stones,1
58,red hot chili peppers,1
58,the hellacopters,1
58,the roots,1
58,the black keys,1
58,dire straits,1
58,children of bodom,1
59,the libertines,1
59,the zombies,1
59,beirut,1
59,band of horses,1
59,arctic monkeys,1
59,adam green,1
59,the strokes,1
62,beatsteaks,1
62,clueso,1
62,the kooks,1
62,die Ärzte,1
62,plain white ts,1
62,robyn,1
62,böhse onkelz,1
62,red hot chili peppers,1
62,30 seconds to mars,1
62,justin timberlake,1
62,razorlight,1
62,billy talent,1
62,the subways,1
62,kanye west,1
62,[unknown],1
62,kings of leon,1
62,john legend,1
62,blink-182,1
62,deichkind,1
62,stone sour,1
63,ministry,1
63,turbonegro,1
63,paradise lost,1
63,katatonia,1
63,pj harvey,1
63,deftones,1
63,parkway drive,1
63,danny elfman,1
63,marilyn manson,1
63,amorphis,1
63,the dillinger escape plan,1
63,massive attack,1
63,opeth,1
63,sigur rós,1
63,strapping young lad,1
63,placebo,1
63,muse,1
63,apocalyptica,1
63,type o negative,1
63,sentenced,1
63,beastie boys,1
63,the birthday massacre,1
63,garbage,1
63,misfits,1
63,system of a down,1
64,apparat,1
64,drowning pool,1
64,armin van buuren,1
64,alexisonfire,1
64,chicane,1
64,30 seconds to mars,1
64,ghostface,1
64,death cab for cutie,1
64,imogen heap,1
64,trentemøller,1
64,placebo,1
64,underworld,1
66,loreena mckennitt,1
66,garbage,1
66,joni mitchell,1
66,amy macdonald,1
66,sufjan stevens,1
66,death cab for cutie,1
66,frou frou,1
66,a fine frenzy,1
66,a perfect circle,1
66,damien rice,1
66,dido,1
67,pixies,1
67,radiohead,1
67,spoon,1
67,belle and sebastian,1
67,the kinks,1
67,eels,1
67,beck,1
67,modest mouse,1
67,talking heads,1
67,the jimi hendrix experience,1
67,the roots,1
67,jack johnson,1
67,the white stripes,1
67,the clash,1
67,elliott smith,1
67,pink floyd,1
67,adam green,1
67,david bowie,1
67,stars,1
67,ramones,1
67,joy division,1
67,t. rex,1
67,pinback,1
67,pavement,1
67,bob dylan,1
67,peter bjorn and john,1
67,the dandy warhols,1
67,red hot chili peppers,1
67,my bloody valentine,1
67,nirvana,1
67,the jesus and mary chain,1
67,buzzcocks,1
67,lcd soundsystem,1
67,the new pornographers,1
67,sublime,1
67,sonic youth,1
67,sufjan stevens,1
67,beastie boys,1
67,creedence clearwater revival,1
69,ghostface,1
69,explosions in the sky,1
69,nas,1
69,deerhoof,1
69,a tribe called quest,1
69,sigur rós,1
69,mf doom,1
69,cocorosie,1
69,broken social scene,1
69,mogwai,1
69,sufjan stevens,1
69,the blood brothers,1
69,joanna newsom,1
69,m83,1
69,gang starr,1
69,mos def,1
69,the notwist,1
69,thursday,1
69,cursive,1
69,boards of canada,1
69,regina spektor,1
69,de la soul,1
69,isis,1
69,cat power,1
69,talib kweli,1
69,the faint,1
69,dashboard confessional,1
69,interpol,1
70,era,1
70,avril lavigne,1
70,linkin park,1
70,hilary duff,1
70,the cardigans,1
70,the fray,1
70,the corrs,1
70,lifehouse,1
70,paramore,1
70,the rasmus,1
70,goo goo dolls,1
70,snow patrol,1
70,the all-american rejects,1
70,3 doors down,1
70,avenged sevenfold,1
70,staind,1
70,bon jovi,1
70,kt tunstall,1
70,u2,1
70,pink,1
70,coldplay,1
70,bryan adams,1
70,him,1
70,madonna,1
70,muse,1
70,the cranberries,1
70,tenacious d,1
70,t.a.t.u.,1
70,simple plan,1
70,keane,1
70,aerosmith,1
70,hammerfall,1
70,green day,1
71,joy division,1
71,the smiths,1
71,animal collective,1
71,air,1
71,bon iver,1
71,spoon,1
71,sufjan stevens,1
71,radiohead,1
71,arcade fire,1
71,josé gonzález,1
71,belle and sebastian,1
71,cocorosie,1
71,bob dylan,1
71,my bloody valentine,1
71,the beatles,1
71,sigur rós,1
71,the cure,1
71,johnny cash,1
71,nouvelle vague,1
71,of montreal,1
73,groove armada,1
73,nightmares on wax,1
73,emilíana torrini,1
73,de-phazz,1
73,mr. scruff,1
73,tosca,1
73,koop,1
74,in extremo,1
74,nine inch nails,1
74,billy talent,1
74,panic! at the disco,1
74,the ataris,1
74,hoobastank,1
74,disturbed,1
74,kasabian,1
74,the used,1
74,dragonforce,1
74,muse,1
74,bloc party,1
74,the sounds,1
74,nickelback,1
74,sirenia,1
74,she wants revenge,1
74,nightwish,1
74,lagwagon,1
74,the strokes,1
74,him,1
74,korpiklaani,1
75,rise against,1
75,linkin park,1
75,benny benassi,1
75,paramore,1
75,atb,1
75,alexisonfire,1
75,scooter,1
75,caliban,1
75,clueso,1
75,breaking benjamin,1
75,flyleaf,1
75,30 seconds to mars,1
75,daft punk,1
75,billy talent,1
76,andrew bird,1
76,beirut,1
76,eagles of death metal,1
76,the black keys,1
76,sufjan stevens,1
76,the white stripes,1
76,ani difranco,1
76,architecture in helsinki,1
76,final fantasy,1
76,the national,1
76,pj harvey,1
76,bat for lashes,1
76,feist,1
76,lamb,1
76,kate nash,1
76,camera obscura,1
76,joanna newsom,1
76,kings of convenience,1
76,nine inch nails,1
76,broken social scene,1
76,the dresden dolls,1
76,tv on the radio,1
76,arcade fire,1
76,clap your hands say yeah,1
76,of montreal,1
76,animal collective,1
77,finntroll,1
77,alice in chains,1
77,korpiklaani,1
77,fear factory,1
77,[unknown],1
77,rammstein,1
77,cannibal corpse,1
77,behemoth,1
77,immortal,1
77,pantera,1
77,bloodbath,1
77,the beach boys,1
79,finntroll,1
79,haggard,1
79,bloodbath,1
79,lacrimosa,1
79,satyricon,1
79,epica,1
79,ensiferum,1
79,the dresden dolls,1
79,eluveitie,1
79,john williams,1
79,apocalyptica,1
79,amorphis,1
79,korpiklaani,1
79,marilyn manson,1
79,arch enemy,1
79,hans zimmer,1
79,cannibal corpse,1
79,him,1
79,nile,1
79,misfits,1
79,sentenced,1
80,senses fail,1
80,bullet for my valentine,1
80,bowling for soup,1
80,millencolin,1
80,story of the year,1
80,good charlotte,1
80,anberlin,1
80,alkaline trio,1
80,simple plan,1
80,the offspring,1
80,goldfinger,1
80,green day,1
80,pennywise,1
80,sum 41,1
80,3 doors down,1
80,p.o.d.,1
80,coldplay,1
80,nirvana,1
80,nofx,1
80,blink-182,1
80,guns n roses,1
80,44,1
80,sugarcult,1
80,hoobastank,1
80,disturbed,1
80,u2,1
80,30 seconds to mars,1
80,bad religion,1
81,therion,1
81,muse,1
81,nightwish,1
81,dream theater,1
81,loreena mckennitt,1
81,era,1
81,in flames,1
82,p.o.d.,1
82,chimaira,1
82,arch enemy,1
82,scar symmetry,1
82,slipknot,1
82,red hot chili peppers,1
82,soilwork,1
82,soulfly,1
82,lamb of god,1
82,judas priest,1
82,megadeth,1
82,trivium,1
82,devildriver,1
82,coldplay,1
82,sonic syndicate,1
82,gamma ray,1
82,helloween,1
82,sepultura,1
82,edguy,1
82,nightwish,1
82,koЯn,1
82,machine head,1
82,eagles,1
82,lordi,1
83,black eyed peas,1
83,dido,1
83,nelly furtado,1
84,queen,1
84,radiohead,1
84,the beatles,1
84,louis armstrong,1
84,electric light orchestra,1
84,vangelis,1
84,david bowie,1
84,led zeppelin,1
84,hans zimmer,1
84,ennio morricone,1
84,franz ferdinand,1
84,deep purple,1
84,akira yamaoka,1
84,apocalyptica,1
84,muse,1
84,björk,1
84,charlie parker,1
84,clint mansell,1
85,coheed and cambria,1
85,infected mushroom,1
85,in flames,1
85,36 crazyfists,1
85,underoath,1
85,staind,1
85,jedi mind tricks,1
85,caliban,1
85,muse,1
85,rise against,1
85,deftones,1
85,linkin park,1
85,system of a down,1
85,the used,1
85,fort minor,1
85,30 seconds to mars,1
85,the mars volta,1
85,tool,1
85,kings of leon,1
85,all that remains,1
85,damian marley,1
85,breaking benjamin,1
85,blink-182,1
85,cypress hill,1
85,sonic syndicate,1
85,devildriver,1
85,papa roach,1
85,soilwork,1
85,limp bizkit,1
85,slipknot,1
85,ill niño,1
85,koЯn,1
86,anathema,1
86,porcupine tree,1
86,agalloch,1
88,loreena mckennitt,1
88,enya,1
88,peter gabriel,1
88,the beatles,1
89,radiohead,1
89,nine inch nails,1
89,tortoise,1
89,porcupine tree,1
91,vangelis,1
91,kraftwerk,1
91,the beach boys,1
91,enigma,1
91,sade,1
92,armin van buuren,1
92,nickelback,1
92,depeche mode,1
92,enigma,1
92,kosheen,1
92,atb,1
92,fort minor,1
92,infected mushroom,1
92,tarja turunen,1
92,backstreet boys,1
92,era,1
92,nelly furtado,1
92,sting,1
92,a-ha,1
92,3 doors down,1
92,enrique iglesias,1
92,muse,1
92,apocalyptica,1
92,paul oakenfold,1
92,rihanna,1
92,scorpions,1
92,avril lavigne,1
92,epica,1
92,kylie minogue,1
92,the pussycat dolls,1
95,metric,1
95,the dandy warhols,1
95,ratatat,1
95,the postal service,1
95,death from above 1979,1
95,elbow,1
95,pink floyd,1
95,mogwai,1
95,bonobo,1
95,the brian jonestown massacre,1
95,portishead,1
95,björk,1
95,lou reed,1
95,tosca,1
95,tricky,1
95,supergrass,1
95,the beatles,1
95,santogold,1
95,animal collective,1
95,yann tiersen,1
95,jet,1
95,parov stelar,1
95,sneaker pimps,1
96,the beatles,1
96,jimi hendrix,1
96,frank sinatra,1
96,bob marley & the wailers,1
96,bob marley,1
97,animal collective,1
97,philip glass,1
97,queens of the stone age,1
97,devendra banhart,1
97,the rolling stones,1
97,the brian jonestown massacre,1
97,t. rex,1
97,dinosaur jr.,1
97,bob dylan,1
97,sonic youth,1
97,misfits,1
97,the beatles,1
97,the kinks,1
97,johnny cash,1
97,radiohead,1
97,pixies,1
97,the black keys,1
97,tom waits,1
97,ramones,1
97,joy division,1
97,patrick wolf,1
97,the cure,1
97,captain beefheart & his magic band,1
97,mirah,1
97,talking heads,1
97,iggy pop,1
97,the raveonettes,1
97,creedence clearwater revival,1
97,the flaming lips,1
97,armin van buuren,1
97,black rebel motorcycle club,1
97,modest mouse,1
97,the velvet underground,1
97,david bowie,1
97,the smashing pumpkins,1
97,nick cave and the bad seeds,1
97,marilyn manson,1
97,nirvana,1
97,antony and the johnsons,1
97,r.e.m.,1
98,digitalism,1
98,hot chip,1
98,justice,1
98,chromeo,1
98,crystal castles,1
98,cansei de ser sexy,1
98,lykke li,1
98,simian mobile disco,1
98,late of the pier,1
98,the kills,1
98,klaxons,1
98,santogold,1
98,boys noize,1
98,phoenix,1
98,mgmt,1
98,architecture in helsinki,1
98,m.i.a.,1
98,the whitest boy alive,1
98,justin timberlake,1
98,daft punk,1
98,feist,1
99,guided by voices,1
99,andrew bird,1
99,the national,1
99,iron & wine,1
101,metallica,1
101,ramones,1
101,bob dylan,1
101,neil young,1
101,u2,1
101,the clash,1
101,judas priest,1
101,slipknot,1
101,pink floyd,1
101,the offspring,1
101,the beatles,1
101,håkan hellström,1
101,turbonegro,1
101,system of a down,1
101,misfits,1
103,ac/dc,1
103,slowdive,1
103,the smiths,1
103,minor threat,1
103,jimmy eat world,1
103,turbonegro,1
103,bad brains,1
103,foo fighters,1
103,the hives,1
106,t.i.,1
106,john legend,1
106,stevie wonder,1
106,alicia keys,1
106,craig david,1
106,james morrison,1
